statName交易,statName地图,经度差,纬度差,provName
石吉路兴国西,,,,jiangxi
昌金路黄土岗,,,,jiangxi
昌金路萍乡,,,,jiangxi
惠东北,,,,guangdong
恩城,恩城收费站,0.004806,0.002664,guangdong
仁义,仁义收费站,0.000115,0.000039,shanxi
卿头,卿头收费站,0.005419,0.000881,shanxi
松岗,松岗收费站,0.766084,0.310085,guangdong
邱县,邱县收费站,0.005178,0.000806,hebei
承德南,承德南收费站,0.018945,0.011746,hebei
兰州西,兰州西收费站,0.002381,0.001122,gansu
连家砭,连家砭收费站,0.005414,0.000055,gansu
土门,土门收费站,0.060305,0.022717,gansu
长垣,长垣收费站,,,henan
平舆杨埠,平舆杨埠收费站,,,henan
木兰,木兰收费站,,,henan
南皮,南皮收费站,0.00821,0.000056,hebei
大滩,,,,hebei
东马庄,东马庄收费站,0.006252,0.001104,hebei
大旺北,大旺北收费站,0.004926,0.002745,guangdong
绥阳,绥阳收费站,0.357802,0.17149,heilongjiang
下城子,下城子收费站,0.006446,0.006249,heilongjiang
嫩江,嫩江收费站,0.007529,0.001923,heilongjiang
大兴,大兴收费站,0.30607,0.626965,heilongjiang
富源,,,,yunnan
泸渝佛荫,,,,sichuan
泸渝白米,,,,sichuan
留下付,,,,zhejiang
鄞州(大朱家)付,,,,zhejiang
屠甸,屠甸收费站,0.00045,0.00552,zhejiang
蒲歧,,,,zhejiang
金华西,金华西收费站,0.000203,0.000165,zhejiang
龙岗,龙岗收费站,,,zhejiang
东关,东关收费站,0.010165,0.001694,zhejiang
新昌,新昌收费站,0.004051,0.002417,zhejiang
枫桥北,枫桥北收费站,0.00518,0.00234,zhejiang
煤山南,,,,zhejiang
奉化,奉化收费站,0.004307,0.002418,zhejiang
转塘,转塘收费站,0.00004,0.0001,zhejiang
下沙东,下沙东收费站,0.01218,0.001976,zhejiang
龙泉安仁,龙泉安仁收费站,0.000001,0.000001,zhejiang
富盛,富盛收费站,0.00401,0.003,zhejiang
台州,台州收费站,0.006635,0.005545,zhejiang
颊口,颊口收费站,0.005223,0.002415,zhejiang
舟山,舟山收费站,0.006544,0.005901,zhejiang
拾万,,,,chongqing
党武,党武收费站,,,guizhou
枫香,枫香收费站,,,guizhou
七里冲,,,,guizhou
思南南,思南南收费站,,,guizhou
中潮,中潮收费站,,,guizhou
都匀东,都匀东收费站,,,guizhou
荔波东,荔波东收费站,,,guizhou
凯里,,,,guizhou
永武路云居山,,,,jiangxi
永武路梅棠,,,,jiangxi
萍洪路长平,,,,jiangxi
昌宁路北段洛市,,,,jiangxi
宁定路宁都南,,,,jiangxi
宁定路银坑,,,,jiangxi
海东主线,,,,qinghai
牙什尕,牙什尕收费站,,,qinghai
綦江,綦江收费站,0.006483,0.00595,chongqing
酉阳,酉阳收费站,0.324166,0.312585,chongqing
沙圪坨,,,,shanxi
分水岭,分水岭收费站,0.006415,0.000433,shanxi
平鲁,平鲁收费站,0.006494,0.00113,shanxi
河底,河底收费站,0.01184,0.011364,shanxi
应县,应县收费站,0.007232,0.001061,shanxi
耿镇,,,,shanxi
机场,机场收费站,5.582366,3.718046,shanxi
柳林西,柳林西收费站,0.006455,0.00585,shanxi
汾孝,汾孝收费站,0.317101,0.083874,shanxi
太佳,,,,shanxi
沟里匝道,,,,qinghai
广甘木鱼,,,,sichuan
合作北,合作北收费站,0.002505,0.001182,gansu
三十里墩,三十里墩收费站,0.00204,0.000792,gansu
平洛,平洛收费站,0.002641,0.001511,gansu
泗县,泗县收费站,0.005209,0.001321,anhui
铜陵北,,,,anhui
丹东北,丹东北收费站,0.005797,0.00101,liaoning
西古城子,,,,liaoning
偏岭,偏岭收费站,0.00568,0.001613,liaoning
海洲,海洲收费站,0.006632,0.0026,liaoning
大固本,大固本收费站,0.00594,0.002678,liaoning
凤城,凤城收费站,0.005651,0.001538,liaoning
丹东新区,丹东新区收费站,0.005585,0.00112,liaoning
阳和,阳和收费站,,,hunan
靖州,靖州收费站,,,hunan
北盛,北盛收费站,,,hunan
草铺,草铺收费站,0.005875,0.005494,yunnan
澜沧江,澜沧江收费站,0.001473,0.006106,yunnan
泸渝四川,,,,sichuan
云南罗平,,,,yunnan
济广豫鲁界（商菏）,,,,henan
明港,明港收费站,,,henan
沈阳东,沈阳东收费站,0.017294,0.000857,liaoning
于家,于家收费站,0.005298,0.002077,liaoning
依牛堡子,依牛堡子收费站,0.006255,0.002324,liaoning
谢屯,谢屯收费站,0.00501,0.001125,liaoning
涪陵,涪陵收费站,0.006811,0.003394,chongqing
井睦路赣湘界睦村,,,,jiangxi
赣定路定南,,,,jiangxi
霍尔奇,霍尔奇收费站,,,neimenggu
扎罗木得,扎罗木得收费站,,,neimenggu
大沙,大沙收费站,0.005292,0.002809,guangdong
容桂,容桂收费站,0.005047,0.002812,guangdong
明城,明城收费站,0.00013,0.00001,guangdong
澳头,澳头收费站,2.222887,0.571997,guangdong
南屏,南屏收费站,0.004726,0.000461,guangdong
英红,英红收费站,0.00575,0.002878,guangdong
均安,,,,guangdong
院主,,,,guangdong
陵园街,陵园街收费站,0.006188,0.002425,liaoning
王家沟,王家沟收费站,0.005947,0.00181,liaoning
茨沟,,,,shaanxi
延安南,,,,shaanxi
李家湾,,,,shaanxi
高新区,,,,shaanxi
沙河,,,,shaanxi
响泉口,响泉口收费站,0.003313,0.000347,gansu
甘草店,甘草店收费站,0.001309,0.002136,gansu
西巩驿,西巩驿收费站,0.003302,0.000016,gansu
确山,确山收费站,,,henan
安康,,,,shaanxi
丽攀新庄,,,,sichuan
遂西西充常林,,,,sichuan
巴广渝马鞍,,,,sichuan
纳黔四川,,,,sichuan
张家口南匝道,,,,hebei
盐山南,,,,hebei
唐山机场,唐山机场收费站,0.006285,0.005805,hebei
乐亭南,乐亭南收费站,0.005222,0.004991,hebei
红旗,,,,hebei
崔尔庄,崔尔庄收费站,0.005695,0.001142,hebei
建城,建城收费站,0.004819,0.002727,guangdong
大塘,大塘收费站,0.787616,1.448521,guangdong
稔村,稔村收费站,0.03113,0.044147,guangdong
常熟东,常熟东收费站,0.004157,0.001975,jiangsu
东沟,东沟收费站,0.009624,0.005079,jiangsu
小孙庄,小孙庄收费站,,,tianjin
唐山北,唐山北收费站,0.006305,0.005632,hebei
法雨,法雨收费站,0.020067,0.006656,yunnan
片角,,,,yunnan
博斯坦,博斯坦收费站,0.006018,0.006431,xinjiang
泽州北,泽州北收费站,0.000197,0.000165,shanxi
晋中北,晋中北收费站,0.005949,0.000138,shanxi
乔家大院,,,,shanxi
西井,,,,shanxi
东黄水,东黄水收费站,0.006637,0.000732,shanxi
小店,小店收费站,0.004587,0.000304,shanxi
长风西,,,,shanxi
罗城,罗城收费站,0.006326,0.000636,shanxi
大同东,大同东收费站,0.164204,0.04396,shanxi
崞阳,崞阳收费站,0.2988,0.36855,shanxi
阳曲,阳曲收费站,0.000021,0.000024,shanxi
石咀,,,,shanxi
洪洞,洪洞收费站,0.000014,0.000025,shanxi
方山,方山收费站,0.006236,0.000685,shanxi
大武,大武收费站,0.006572,0.005791,shanxi
德昌路乐平南,,,,jiangxi
德昌路珠湖,,,,jiangxi
德昌路军山湖,,,,jiangxi
林村,,,,guangdong
热水,,,,guangdong
广海,广海收费站,0.005035,0.003008,guangdong
龙溪,龙溪收费站,0.005089,0.002453,guangdong
雷州,雷州收费站,0.004284,0.002394,guangdong
华阳,,,,guangdong
多祝,,,,guangdong
粤北,粤北收费站,0.390515,0.128523,guangdong
仰塘,仰塘收费站,0.004366,0.00243,guangdong
东岸,,,,guangdong
两水临时主线,,,,gansu
凤口主线,,,,gansu
敦煌,敦煌收费站,0.093009,0.001667,gansu
沙县虬江,,,,fujian
龙岩,龙岩收费站,,,fujian
南平,南平收费站,,,fujian
三明南,三明南收费站,,,fujian
永安贡川,,,,fujian
树林召,树林召收费站,,,neimenggu
盖州,盖州收费站,0.005137,0.001372,liaoning
瓦房店,瓦房店收费站,0.004847,0.001237,liaoning
瓦房店南,瓦房店南收费站,0.004925,0.001259,liaoning
周水子,,,,liaoning
北台,北台收费站,0.005695,0.001987,liaoning
泗洪西,,,,jiangsu
八斗互通,,,,guangdong
吉木萨尔,吉木萨尔收费站,,,xinjiang
西宁南主线,,,,qinghai
高新区,高新区收费站,2.978725,12.438921,guangdong
龙岗,龙岗收费站,,,guangdong
西乡北,西乡北收费站,0.004646,0.005631,guangdong
分界,,,,guangdong
金灶,,,,guangdong
朱岗,朱岗收费站,0.000308,0.000813,guangdong
海洲,,,,guangdong
简蒲悦兴,,,,sichuan
简蒲盘鳌,,,,sichuan
成渝石盘,,,,sichuan
绵遂射洪,,,,sichuan
广南荞子坝,,,,sichuan
成绵复绵竹,,,,sichuan
南梁小桥,,,,sichuan
明义,明义收费站,0.00801,0.002311,heilongjiang
灌南南,灌南南收费站,0.00001,0.000143,jiangsu
淮安南,淮安南收费站,0.149564,0.105611,jiangsu
新集,新集收费站,0.000234,0.000249,jiangsu
海门,海门收费站,4.545527,8.715484,jiangsu
310国道大彭,,,,jiangsu
车桥,车桥收费站,0.006544,0.001739,jiangsu
锦丰,锦丰收费站,0.265043,0.370407,jiangsu
江都北,江都北收费站,0.006306,0.006085,jiangsu
丰县北,丰县北收费站,0.000012,0.000005,jiangsu
长荡湖,长荡湖收费站,0.006205,0.006041,jiangsu
东阳,东阳收费站,0.000006,0.000409,jiangsu
衡东,衡东收费站,,,hunan
茶峒,,,,hunan
金竹山,,,,hunan
官渡,官渡收费站,,,hunan
蒙自,蒙自收费站,0.004298,0.008869,yunnan
连汪坝,连汪坝收费站,0.003067,0.005879,yunnan
小新街,小新街收费站,0.003563,0.005652,yunnan
辽阳南,辽阳南收费站,0.0067,0.002936,liaoning
桃仙,桃仙收费站,0.00385,0.001383,liaoning
磁县,磁县收费站,0.10004,0.100144,hebei
码头,码头收费站,,,hebei
鄚州,鄚州收费站,0.006349,0.001144,hebei
六沟,六沟收费站,0.006277,0.001901,hebei
乐亭,乐亭收费站,0.008432,0.006665,hebei
平安城,,,,hebei
凤山,,,,hebei
廊坊西,,,,hebei
野三坡,,,,hebei
里东窑,,,,hebei
蒲草塘,蒲草塘收费站,0.004609,0.006077,yunnan
雅康喇叭河,,,,sichuan
桃江,,,,hunan
东昌路杜市,,,,jiangxi
东昌路樟树东,,,,jiangxi
东昌路新干北,,,,jiangxi
上万路弋阳东,,,,jiangxi
科尔沁交接,,,,neimenggu
蘑菇气,蘑菇气收费站,,,neimenggu
兰州,兰州收费站,0.0017,0.000393,gansu
景泰,景泰收费站,0.001125,0.000498,gansu
高山,高山收费站,,,fujian
永春东,永春东收费站,,,fujian
闽侯旗山,,,,fujian
永定土楼,,,,fujian
武平,武平收费站,,,fujian
封丘,封丘收费站,,,henan
乌兰镇,乌兰镇收费站,,,neimenggu
集宁,集宁收费站,,,neimenggu
呼和浩特东,呼和浩特东收费站,,,neimenggu
古城,古城收费站,,,ningxia
泾源,泾源收费站,,,ningxia
巴桃南江北,,,,sichuan
涞水,涞水收费站,0.006267,0.000828,hebei
冀津,,,,hebei
邢台,邢台收费站,0.005702,0.000382,hebei
河间,河间收费站,0.006543,0.000843,hebei
高碑店北口,,,,hebei
崇礼南,崇礼南收费站,0.006698,0.002164,hebei
威县,威县收费站,0.004863,0.000735,hebei
海兴,海兴收费站,0.006519,0.006151,hebei
木门店,木门店收费站,0.005651,0.000672,hebei
怀安,怀安收费站,0.007566,0.001169,hebei
北辛堡匝道,,,,hebei
建三江,建三江收费站,0.006275,0.005761,heilongjiang
安达,,,,heilongjiang
双桥,双桥收费站,0.006713,0.000999,hebei
秀林,秀林收费站,0.004943,0.00034,hebei
哨关,,,,yunnan
空港,,,,yunnan
井睦路龙市,,,,jiangxi
宁定路版石,,,,jiangxi
格尔木东匝道,,,,qinghai
乌日图,乌日图收费站,,,neimenggu
通辽北,,,,neimenggu
东湖北,,,,guangdong
樟市,樟市收费站,0.005141,0.003205,guangdong
坪石,坪石收费站,0.022664,0.113789,guangdong
四角楼,四角楼收费站,0.004977,0.002463,guangdong
邻垫袁市,,,,sichuan
遂回回马,,,,sichuan
广南广安,,,,sichuan
新都,新都收费站,,,sichuan
双城,双城收费站,0.074469,0.032994,gansu
大山川,大山川收费站,0.004454,0.000497,gansu
洛阳伊滨,,,,henan
合肥主线,,,,anhui
南陵东,,,,anhui
姚李,姚李收费站,0.00395,0.008668,anhui
淮南东,淮南东收费站,0.006327,0.006424,anhui
安丰,,,,anhui
车轴寺,车轴寺收费站,0.25489,0.25348,anhui
蚌埠,蚌埠收费站,0.12597,0.3335,anhui
双庙,双庙收费站,0.19573,0.04335,anhui
王铁,王铁收费站,0.000314,0.000361,anhui
皖浙,,,,anhui
香泉,,,,anhui
宁马,,,,anhui
峄城西,峄城西收费站,,,shandong
汶上西,汶上西收费站,,,shandong
城阳北,城阳北收费站,,,shandong
古营集,古营集收费站,,,shandong
绵广江油,,,,sichuan
绵广金子山,,,,sichuan
雅泸汉源南,,,,sichuan
青龙厂,青龙厂收费站,0.003046,0.005292,yunnan
板坡,板坡收费站,0.003776,0.006641,yunnan
平远,,,,yunnan
河西场,河西场收费站,0.003138,0.006317,yunnan
黄杖子,黄杖子收费站,0.006325,0.002068,hebei
李家营,李家营收费站,0.006693,0.001073,hebei
上板城,,,,hebei
S26重固,,,,shanghai
S4剑川路,,,,shanghai
黔江南,黔江南收费站,0.00593,0.00411,chongqing
黑水,黑水收费站,0.00024,0.00145,chongqing
曹家堡,曹家堡收费站,,,qinghai
都兰匝道,,,,qinghai
鱼卡匝道,,,,qinghai
班庄,班庄收费站,0.006819,0.005566,jiangsu
长沙市区,,,,hunan
桃林,桃林收费站,,,hunan
公平,公平收费站,,,hunan
郴州,郴州收费站,,,hunan
光明,光明收费站,,,hunan
江背,江背收费站,,,hunan
普迹,普迹收费站,,,hunan
炎陵,炎陵收费站,,,hunan
官庄,官庄收费站,,,hunan
筲箕湾,筲箕湾收费站,,,hunan
八面山,八面山收费站,,,hunan
城头山,城头山收费站,,,hunan
武冈东,武冈东收费站,,,hunan
响水,响水收费站,0.074392,0.137464,jiangsu
六巷,,,,guangxi
阜康,阜康收费站,0.002978,0.001167,xinjiang
平南,平南收费站,,,guangdong
新铺,新铺收费站,0.005112,0.002798,guangdong
新龙集,,,,guangdong
杨岗,杨岗收费站,0.005089,0.003111,guangdong
白盆珠,,,,guangdong
九连山,,,,guangdong
周山,周山收费站,,,henan
贵港南,贵港南收费站,0.004289,0.002665,guangxi
古辣,古辣收费站,0.004155,0.002696,guangxi
坡荷,坡荷收费站,0.002754,0.002512,guangxi
容县,容县收费站,0.00464,0.002924,guangxi
崇左,崇左收费站,0.004106,0.002556,guangxi
那桐,那桐收费站,0.000356,0.000117,guangxi
西长发,西长发收费站,0.000013,0.000022,heilongjiang
长沙西,长沙西收费站,,,hunan
惠民,惠民收费站,0.007351,0.001577,chongqing
十塘,十塘收费站,0.006654,0.005652,chongqing
勉县北,,,,shaanxi
玉泉,玉泉收费站,0.0226,0.01717,heilongjiang
孟河,孟河收费站,0.357922,0.391722,jiangsu
太仓港,太仓港收费站,0.011472,0.005512,jiangsu
江平线泰兴口岸,,,,jiangsu
鸟江,,,,hunan
珠山,珠山收费站,,,hunan
湘乡,湘乡收费站,,,hunan
军山铺,军山铺收费站,,,hunan
德山,德山收费站,,,hunan
白果,白果收费站,,,hunan
怀化北,怀化北收费站,,,hunan
桥江,桥江收费站,,,hunan
怀化东,怀化东收费站,,,hunan
新邵西,,,,hunan
福海匝道,,,,xinjiang
高嘴,高嘴收费站,0.006031,0.006067,chongqing
彭水东,彭水东收费站,0.006392,0.006357,chongqing
丰都东,丰都东收费站,0.008933,0.003532,chongqing
白石,白石收费站,0.006418,0.006069,chongqing
华南,,,,guangdong
青石嘴,青石嘴收费站,,,ningxia
平吉堡,平吉堡收费站,,,ningxia
赶水,,,,chongqing
白马,白马收费站,0.00412,0.00282,chongqing
民众B,,,,guangdong
南北,南北收费站,0.00448,0.007825,guangdong
城月,城月收费站,0.004406,0.002308,guangdong
石坝,石坝收费站,0.004586,0.002713,guangdong
长泰天柱山,长泰天柱山收费站,,,fujian
沪陕豫陕界,,,,henan
登封东,登封东收费站,,,henan
登封西,登封西收费站,,,henan
韩城,韩城收费站,,,henan
郴州南,郴州南收费站,,,hunan
茶陵东,茶陵东收费站,,,hunan
花垣东,花垣东收费站,,,hunan
张坊,张坊收费站,,,hunan
紫鹊界,紫鹊界收费站,,,hunan
邵阳西,,,,hunan
克拉玛依,克拉玛依收费站,,,xinjiang
德江,,,,guizhou
西河,,,,guizhou
福永南,,,,guangdong
广清东,,,,guangdong
黄埔主线,,,,guangdong
总甫,总甫收费站,0.120859,0.016882,guangdong
东深路,,,,guangdong
福田北,,,,guangdong
朝阳路,朝阳路收费站,0.006678,0.00825,hebei
仁沐新慈航,,,,sichuan
凤江,,,,guangdong
信宜南,,,,guangdong
湛江,湛江收费站,0.003819,0.002711,guangdong
宜宾临港,宜宾临港收费站,,,sichuan
陈集,,,,jiangsu
毕节,,,,guizhou
燕子口,燕子口收费站,,,guizhou
丁旗,丁旗收费站,,,guizhou
罗甸南,罗甸南收费站,,,guizhou
花城,,,,guangdong
大亚湾,大亚湾收费站,0.004747,0.003233,guangdong
黄田,黄田收费站,0.117658,0.091351,guangdong
都安北,都安北收费站,0.003844,0.002441,guangxi
那坡镇,,,,guangxi
百东新区,,,,guangxi
沙田,沙田收费站,0.004045,0.002414,guangxi
峦城,峦城收费站,0.003807,0.002924,guangxi
石塘,,,,guangxi
河池西,河池西收费站,0.004512,0.003009,guangxi
鹿寨,鹿寨收费站,0.043498,0.021402,guangxi
新兴,新兴收费站,0.00472,0.002431,guangxi
车河,,,,guangxi
贺州,贺州收费站,0.00519,0.002717,guangxi
兴安,兴安收费站,0.004496,0.003001,guangxi
白石,,,,guangdong
北兴,,,,guangdong
登云,登云收费站,0.006435,0.005617,guangdong
丹霞,丹霞收费站,0.126595,0.04007,guangdong
虎门,,,,guangdong
泰美,泰美收费站,0.00479,0.002353,guangdong
宝安南,,,,guangdong
大沥,,,,guangdong
北浔峰洲,,,,guangdong
花山,,,,guangdong
杨村,杨村收费站,0.004671,0.002678,guangdong
新市,,,,guangdong
华为北,,,,guangdong
益阳,,,,hunan
安吉,安吉收费站,0.002625,0.000548,zhejiang
千祥,千祥收费站,0.000094,0.000053,zhejiang
硖石,硖石收费站,0.006381,0.005873,zhejiang
桐乡付,,,,zhejiang
龙游,龙游收费站,0.00472,0.00014,zhejiang
德清,德清收费站,0.156392,0.05022,zhejiang
双彩,双彩收费站,0.004106,0.002763,zhejiang
缙云,缙云收费站,0.006591,0.005642,zhejiang
袁富付,,,,zhejiang
深澳,深澳收费站,0.000015,0.000062,zhejiang
乔司东,乔司东收费站,0,0,zhejiang
於潜付,,,,zhejiang
西塘桥,,,,zhejiang
南浔南,南浔南收费站,0.004473,0.002217,zhejiang
观海卫,观海卫收费站,0.004758,0.002125,zhejiang
湖溪,,,,zhejiang
机场,,,,zhejiang
练市,练市收费站,0.004538,0.002062,zhejiang
保国寺,保国寺收费站,0.213443,0.386569,zhejiang
沙河,沙河收费站,5.329921,10.11554,zhejiang
太真,,,,zhejiang
温州北,温州北收费站,0.000205,0.000285,zhejiang
东关付,,,,zhejiang
乌镇,乌镇收费站,0.026275,0.008008,zhejiang
义桥,义桥收费站,0,0,zhejiang
湖州南鹿山,,,,zhejiang
武汉南,武汉南收费站,,,hubei
太子山,太子山收费站,,,hubei
兴山,兴山收费站,,,hubei
总路咀,总路咀收费站,,,hubei
随县,随县收费站,,,hubei
柳林,柳林收费站,,,hubei
岳口,岳口收费站,,,hubei
新沟,新沟收费站,,,hubei
蒲团,蒲团收费站,,,hubei
潜江,潜江收费站,,,hubei
沙市,沙市收费站,,,hubei
五里,五里收费站,,,hubei
崇阳东,崇阳东收费站,,,hubei
郧阳北,,,,hubei
鄂黄大桥,,,,hubei
河卡匝道,,,,qinghai
诺木洪匝道,,,,qinghai
邢台北,邢台北收费站,0.005975,0.000385,hebei
吕桥,,,,hebei
固安,,,,hebei
清河主线,清河主线收费站,0.005449,0.000939,hebei
太阳山,太阳山收费站,,,ningxia
南湖,,,,hebei
迁安南,迁安南收费站,0.00651,0.004744,hebei
承唐丰润,,,,hebei
万庄主线,,,,hebei
羊范,羊范收费站,0.006935,0.000905,hebei
广陕棋盘关,,,,sichuan
成自泸童寺,,,,sichuan
杨林,杨林收费站,0.081042,0.163816,beijing
双桥,双桥收费站,1.395977,0.987191,beijing
T3航楼进京,,,,beijing
金鼎湖,金鼎湖收费站,0.00533,0.002544,beijing
太和,太和收费站,3.129473,16.462473,beijing
无棣东,无棣东收费站,,,shandong
烟台南,烟台南收费站,,,shandong
峄城东,峄城东收费站,,,shandong
沂水南,沂水南收费站,,,shandong
荣成,,,,shandong
荣成西,,,,shandong
济徐鲁苏,,,,shandong
泊里,泊里收费站,,,shandong
成自泸威远南,,,,sichuan
成德南兴隆,,,,sichuan
银川东,,,,ningxia
孟家楼,,,,tianjin
汉南路,,,,tianjin
潘庄,潘庄收费站,,,tianjin
独流,独流收费站,,,tianjin
张家港东,张家港东收费站,0.244738,0.330031,jiangsu
会同,会同收费站,,,hunan
上塔市,上塔市收费站,,,hunan
杨嘉桥,杨嘉桥收费站,,,hunan
