statName交易,statName地图,经度差,纬度差,provName
新市,新市收费站,7.010433,7.377495,zhejiang
柯桥,柯桥收费站,0.004335,0.002485,zhejiang
石帆,石帆收费站,0.006543,0.00583,zhejiang
台州南,台州南收费站,0.011053,0.006351,zhejiang
汉王,汉王收费站,0.004081,0.001345,gansu
石泉,,,,shaanxi
丰南,丰南收费站,0.005271,0.00568,hebei
冷泉,冷泉收费站,0.004354,0.00503,yunnan
石林北,石林北收费站,0.004112,0.005592,yunnan
挖色,挖色收费站,0.004727,0.017235,yunnan
板城,板城收费站,0.005894,0.000945,hebei
宝坻北,宝坻北收费站,0.007034,0.005375,tianjin
俞垛,,,,jiangsu
余杭,余杭收费站,0.004173,0.002147,zhejiang
长安付,,,,zhejiang
柯桥西(杨汛桥),,,,zhejiang
衢州,,,,zhejiang
诸暨浣东,诸暨浣东收费站,0.00393,0.00248,zhejiang
白峰,白峰收费站,0.00025,0.000692,zhejiang
宁波东,宁波东收费站,0.00019,0.00002,zhejiang
杭州西付,,,,zhejiang
南浔,,,,zhejiang
嵊州南,嵊州南收费站,0.00013,0.00006,zhejiang
临海北,临海北收费站,0.004233,0.003038,zhejiang
新安江,新安江收费站,0.092024,0.114004,zhejiang
上溪,上溪收费站,0.004401,0.000095,zhejiang
涌泉,涌泉收费站,0.033556,0.006271,zhejiang
上垟,,,,zhejiang
下沙南,,,,zhejiang
宁波北,宁波北收费站,0.00484,0.00207,zhejiang
浙沪南主线,,,,zhejiang
余姚,余姚收费站,0.001467,0.001513,zhejiang
瓜沥,瓜沥收费站,0.004434,0.002263,zhejiang
珠玑,珠玑收费站,1.251214,5.220148,hubei
武东,武东收费站,,,hubei
恩施东,恩施东收费站,,,hubei
恩施西,恩施西收费站,,,hubei
鄂东南,,,,hubei
隐水洞,隐水洞收费站,,,hubei
龙感湖,龙感湖收费站,,,hubei
机场北,机场北收费站,0.831039,7.352619,hubei
云梦,云梦收费站,,,hubei
均川,均川收费站,,,hubei
安居,安居收费站,,,hubei
襄阳西,襄阳西收费站,,,hubei
黄陂,黄陂收费站,0.006319,0.006023,hubei
琴台,,,,hubei
黄花涝机场,,,,hubei
禹王,禹王收费站,,,hubei
石首南,,,,hubei
枝城,,,,hubei
隘瑞路瑞金西,,,,jiangxi
抚吉路流坑,,,,jiangxi
昌栗路东段上高东,,,,jiangxi
上万路白田,,,,jiangxi
赤峰,,,,neimenggu
黄石南,,,,guangdong
天竺,天竺收费站,0.099155,0.133368,beijing
东高村,东高村收费站,0.006404,0.001458,beijing
太师屯,太师屯收费站,0.005992,0.001408,beijing
大觉寺,大觉寺收费站,0.006376,0.001589,beijing
武胜驿,,,,gansu
桥湾,桥湾收费站,0.000266,0.001036,gansu
定西线,,,,gansu
盐官,盐官收费站,15.04826,3.85937,gansu
佛崖西,佛崖西收费站,0.002728,0.001934,gansu
兰永,,,,gansu
伊川北,伊川北收费站,,,henan
君召,君召收费站,,,henan
洛宁东,,,,henan
安庆北,安庆北收费站,0.010809,0.009754,anhui
张庄寨,,,,anhui
皖豫省界,,,,anhui
简蒲元通,,,,sichuan
遂渝西眉,,,,sichuan
遂渝遂宁南,,,,sichuan
广邻天池,,,,sichuan
成自泸汪洋,,,,sichuan
内遂双河,,,,sichuan
成自泸潮河,,,,sichuan
武平,武平收费站,,,guangxi
阳朔高田,,,,guangxi
东倾沟匝道,,,,qinghai
径义,径义收费站,0.006443,0.006259,guangdong
榃滨主线,,,,guangdong
双合水台,,,,guangdong
榃滨,榃滨收费站,0.004739,0.001315,guangdong
前进,前进收费站,6.50285,0.69672,heilongjiang
辰清,辰清收费站,0.10778,0.76699,heilongjiang
赵光,赵光收费站,0.309828,0.02732,heilongjiang
宁河,宁河收费站,,,tianjin
中心渔港,中心渔港收费站,,,tianjin
临港,临港收费站,,,tianjin
河源,河源收费站,6.334835,7.141435,guangdong
季市,季市收费站,0.006802,0.003323,jiangsu
杭集南,杭集南收费站,0.006389,0.005903,jiangsu
苏沪主线,,,,jiangsu
璧山南,璧山南收费站,0.005614,0.002371,chongqing
丁家,丁家收费站,0.000037,0.000004,chongqing
元厚,元厚收费站,,,guizhou
古城营,古城营收费站,0.00675,0.000805,shanxi
代县,代县收费站,0.006234,0.000541,shanxi
乡宁西,,,,shanxi
西交口,,,,shanxi
黄营,黄营收费站,0.00836,0.003679,shanxi
润城,润城收费站,0.000061,0.000066,shanxi
罗汉洞,罗汉洞收费站,0.005262,0.000399,gansu
新县北,新县北收费站,,,henan
邓鄂豫鄂省界,,,,henan
毛堌堆,毛堌堆收费站,,,henan
郑庵,郑庵收费站,,,henan
尧山,尧山收费站,3.128108,1.386656,henan
南陵西,,,,anhui
横埠,横埠收费站,0.203816,0.366357,anhui
黄泥岗,黄泥岗收费站,0.005175,0.002009,anhui
宿松,宿松收费站,0.51743,0.0731,anhui
泾阳北,,,,shaanxi
小沙梁,,,,shaanxi
龙驹寨,,,,shaanxi
甘泉西,,,,shaanxi
文安驿,,,,shaanxi
巴南仪陇,,,,sichuan
遂资保石,,,,sichuan
黑蒙界,黑蒙界收费站,0.000093,0.000015,heilongjiang
古城,,,,heilongjiang
佳西,佳西收费站,0.007462,0.001987,heilongjiang
哈肇,哈肇收费站,0.005984,0.002006,heilongjiang
水师营,,,,heilongjiang
葛市,葛市收费站,0.006728,0.005731,jiangsu
江苏省宁扬一级公路十五里墩,,,,jiangsu
常州南,,,,jiangsu
松雅湖,松雅湖收费站,,,hunan
汝城北,汝城北收费站,,,hunan
洪口界,洪口界收费站,,,hunan
株洲北,株洲北收费站,,,hunan
皈朝,皈朝收费站,0.006475,0.005281,yunnan
海东,海东收费站,0.002386,0.00607,yunnan
兔耳,,,,yunnan
待补,待补收费站,0.004278,0.006492,yunnan
奇台,奇台收费站,0.006583,0.005592,xinjiang
倒淌河匝道,,,,qinghai
乌兰西匝道,,,,qinghai
稻地,稻地收费站,0.006738,0.002245,beijing
李桥,李桥收费站,0.004915,0.000372,beijing
土桥,土桥收费站,8.274029,4.885354,beijing
张喜庄,张喜庄收费站,0.009977,0.001774,beijing
大礼路,大礼路收费站,0.00612,0.00129,beijing
大兴工业区,大兴工业区收费站,0.005984,0.001363,beijing
西山口,西山口收费站,0.006377,0.001278,beijing
京新沙河,,,,beijing
西三旗,西三旗收费站,0.006183,0.001434,beijing
张坊,张坊收费站,,,beijing
台湖,台湖收费站,0.019634,0.03726,beijing
春水,春水收费站,,,henan
朱阳关,,,,henan
汝鑫刘店,,,,henan
花园路,花园路收费站,,,henan
凉城,,,,neimenggu
暖水,暖水收费站,,,neimenggu
高花东,,,,liaoning
桓仁,桓仁收费站,0.006322,0.002157,liaoning
土城子,土城子收费站,0.005898,0.001887,liaoning
庄河,庄河收费站,0.004943,0.00104,liaoning
灯塔,灯塔收费站,8.48457,17.416927,liaoning
鞍山北,,,,liaoning
鲅鱼圈,鲅鱼圈收费站,0.005052,0.001628,liaoning
长城,长城收费站,0.005303,0.001083,liaoning
黑水主线,黑水主线收费站,0.008526,0.001573,liaoning
黑水,黑水收费站,10.68243,13.00198,liaoning
双庙,双庙收费站,3.31279,9.2723,liaoning
首山,首山收费站,0.00542,0.000199,liaoning
草市主线,,,,liaoning
英额门,英额门收费站,0.00614,0.002365,liaoning
热高乐园,热高乐园收费站,0.005803,0.002524,liaoning
古城子南,,,,liaoning
沈阳,沈阳收费站,0.006626,0.001201,liaoning
旺清门,,,,liaoning
普兰店东,普兰店东收费站,0.005312,0.00146,liaoning
盖州南,盖州南收费站,0.005363,0.001645,liaoning
松木岛,松木岛收费站,0.005022,0.001315,liaoning
临潼,,,,shaanxi
兴宁西,兴宁西收费站,0.006564,0.005458,guangdong
上元观,,,,shaanxi
纸坊,,,,shaanxi
蔡家坡,,,,shaanxi
瓦子街,,,,shaanxi
厢寺川,,,,shaanxi
常兴,,,,shaanxi
华州西,,,,shaanxi
王圈梁,,,,shaanxi
沿河湾,,,,shaanxi
陕蒙界,,,,shaanxi
太峪,,,,shaanxi
新市,,,,shaanxi
铺镇(非封闭),,,,shaanxi
演池,,,,shaanxi
神木北,,,,shaanxi
平利西,,,,shaanxi
兴隆,兴隆收费站,4.568705,4.279353,sichuan
成南大英,,,,sichuan
西攀永郎,,,,sichuan
泾河源,,,,ningxia
丰南工业区,丰南工业区收费站,0.005895,0.005837,hebei
红群,,,,guangdong
畲江,畲江收费站,0.006403,0.005887,guangdong
八五四,八五四收费站,0.006595,0.005505,heilongjiang
长山,长山收费站,0.222168,0.143165,heilongjiang
汉王,汉王收费站,12.107401,0.837555,jiangsu
宜兴,宜兴收费站,0.002481,0.004237,jiangsu
宁洛苏皖省界,,,,jiangsu
蒋王,蒋王收费站,0.012829,0.004279,jiangsu
北桥,北桥收费站,0.002603,0.033101,jiangsu
华庄,华庄收费站,0.000161,0.000011,jiangsu
青龙,,,,yunnan
陆良北,,,,yunnan
通海,通海收费站,0.002914,0.005431,yunnan
回隆,回隆收费站,0.132178,0.469552,yunnan
得马田,得马田收费站,0.0028,0.003169,yunnan
卡朗,,,,yunnan
鸣鹫,,,,yunnan
同心,同心收费站,,,yunnan
余家海,余家海收费站,0.002238,0.005984,yunnan
涪陵南,涪陵南收费站,0.011938,0.001395,chongqing
揭西,,,,guangdong
玉皇山,,,,henan
驻马店,驻马店收费站,,,henan
京港澳豫鄂界,,,,henan
汝阳,汝阳收费站,,,henan
平乐,平乐收费站,7.284913,5.689845,sichuan
紫云北,,,,guizhou
古剑山,古剑山收费站,0.006548,0.006145,chongqing
东溪,东溪收费站,0.006516,0.006332,chongqing
下栅,,,,guangdong
宜叙梅白,,,,sichuan
简蒲土地,,,,sichuan
绕东天府,,,,sichuan
绕东成雅,,,,sichuan
成渝成都,,,,sichuan
乐雅夹江南,,,,sichuan
成温邛温江北,,,,sichuan
城步,,,,hunan
团圆,,,,hunan
宝安北,,,,guangdong
都斛,都斛收费站,0.005002,0.002949,guangdong
平山,平山收费站,0.006747,0.00566,chongqing
梵净山东,梵净山东收费站,,,guizhou
长春堡,长春堡收费站,,,guizhou
龙家,,,,guizhou
武吉路带溪,,,,jiangxi
青根河匝道,,,,qinghai
大水桥主线,,,,qinghai
巴彦浩特主线,,,,neimenggu
乾县(非封闭),,,,shaanxi
内丘,内丘收费站,0.005586,0.000809,hebei
永年,永年收费站,0.027507,0.311485,hebei
磐安,磐安收费站,15.280764,5.780842,gansu
街亭,街亭收费站,14.310923,4.80881,gansu
舒城,舒城收费站,0.00367,0.008459,anhui
六安北,六安北收费站,1.004966,1.003279,anhui
铜陵南,,,,anhui
司空山,,,,anhui
梁园,,,,anhui
蜀山,蜀山收费站,0.85915,1.85397,anhui
北五女,北五女收费站,0.000115,0.000421,hebei
邢台,邢台收费站,0.005702,0.000382,hebei
尚村,尚村收费站,0.005944,0.000514,hebei
任丘南,任丘南收费站,0.00335,0.002699,hebei
高阳,高阳收费站,0.00685,0.019529,hebei
晋州,晋州收费站,0.006095,0.006417,hebei
梧州西,梧州西收费站,0.00515,0.00241,guangxi
灌阳北,,,,guangxi
宁明,宁明收费站,0.003718,0.002724,guangxi
浦北,,,,guangxi
平南,平南收费站,,,guangxi
羊楼司,羊楼司收费站,,,hunan
龙山,,,,hunan
楠木,楠木收费站,,,hunan
回龙圩,回龙圩收费站,,,hunan
娄底南,娄底南收费站,,,hunan
大围山南,大围山南收费站,,,hunan
蕉溪,蕉溪收费站,,,hunan
辰溪,,,,hunan
碧溪,碧溪收费站,0.003164,0.005271,yunnan
富民,富民收费站,0.002294,0.003243,yunnan
瑞丽东,瑞丽东收费站,0.000369,0.002719,yunnan
阳宗,阳宗收费站,0.003275,0.0054,yunnan
宝秀,,,,yunnan
京冀主线,,,,hebei
东焦,东焦收费站,0.006272,0.000608,hebei
岗南,岗南收费站,0.006514,0.000562,hebei
胶泥湾匝道,,,,hebei
成温邛温江,,,,sichuan
草坪,草坪收费站,0.006419,0.005907,chongqing
羊桥坝,羊桥坝收费站,0.002663,0.015564,chongqing
天井关,天井关收费站,0.00002,0.000028,shanxi
浑源北,浑源北收费站,0.12681,0.00555,shanxi
杜庄,,,,shanxi
左权,左权收费站,0.006668,0.000555,shanxi
富甲园区,富甲园区收费站,0.006723,0.001031,shanxi
德昌路万年北,,,,jiangxi
扎兰屯主线,,,,neimenggu
科右前旗,,,,neimenggu
蒙黑界,,,,neimenggu
大时尼奇,大时尼奇收费站,,,neimenggu
新蔡砖店,新蔡砖店收费站,,,henan
甲路,甲路收费站,0.000316,0.000178,anhui
三十头,三十头收费站,0.214903,0.017558,anhui
蒲溪,,,,shaanxi
史家寨,,,,shaanxi
通镇,,,,shaanxi
机场,,,,shaanxi
绕东大件,,,,sichuan
双流,双流收费站,,,sichuan
北新,北新收费站,,,sichuan
内遂安岳,,,,sichuan
广巴龙潭,,,,sichuan
遂资中天,,,,sichuan
滚泉,滚泉收费站,,,ningxia
道台桥,道台桥收费站,0.007556,0.001887,heilongjiang
宝泉,,,,heilongjiang
集贤,集贤收费站,,,heilongjiang
白马川,白马川收费站,0.006334,0.001446,hebei
抚宁,抚宁收费站,0.992299,0.005955,hebei
成温邛崇州西,,,,sichuan
袁花,袁花收费站,0.008062,0.003867,zhejiang
德胜,,,,zhejiang
温州西,温州西收费站,0.006399,0.006339,zhejiang
湖州东和孚,,,,zhejiang
三界,三界收费站,2.663564,2.881005,zhejiang
册子,册子收费站,0.006337,0.006086,zhejiang
良渚付,,,,zhejiang
白果,白果收费站,,,zhejiang
沈家,,,,zhejiang
织里,,,,zhejiang
远达大街,,,,jilin
拉林河,拉林河收费站,0.006167,0.002158,jilin
泉阳,,,,jilin
安广,安广收费站,78.151608,78.140927,jilin
莲花山,莲花山收费站,81.625095,81.637756,jilin
大石头,大石头收费站,85.19533,85.223076,jilin
桑树台,桑树台收费站,80.363312,80.460021,jilin
乌兰塔拉,乌兰塔拉收费站,79.675826,79.693059,jilin
汽车厂,汽车厂收费站,81.352538,81.364866,jilin
百草沟,百草沟收费站,86.349541,86.359659,jilin
龙井,,,,jilin
大悟,大悟收费站,,,hubei
永安,永安收费站,5.914974,6.176242,hubei
咸宁北,,,,hubei
郎君,郎君收费站,,,hubei
应城,应城收费站,,,hubei
育溪,育溪收费站,,,hubei
雾渡河,雾渡河收费站,,,hubei
花山,花山收费站,1.234175,7.112976,hubei
随州南,,,,hubei
长坪,,,,hubei
英山,英山收费站,,,hubei
大别山,大别山收费站,,,hubei
乘马岗,乘马岗收费站,,,hubei
龙港,龙港收费站,,,hubei
荆岳大桥,,,,hubei
汀祖,汀祖收费站,,,hubei
庙岭,庙岭收费站,,,hubei
北河,北河收费站,,,hubei
荆州,荆州收费站,,,hubei
安福寺,安福寺收费站,,,hubei
红花套,,,,hubei
汪营,汪营收费站,,,hubei
襄阳南,襄阳南收费站,,,hubei
胡集,胡集收费站,6.57858,2.546517,hubei
散花,散花收费站,,,hubei
上津,上津收费站,,,hubei
府河,府河收费站,0.006355,0.005609,hubei
汉南,汉南收费站,,,hubei
湘口,湘口收费站,,,hubei
张公,张公收费站,0.005355,0.002366,hubei
仙桃东,,,,hubei
松滋西,松滋西收费站,,,hubei
咸丰西,咸丰西收费站,,,hubei
三台,三台收费站,,,xinjiang
克西,,,,xinjiang
垫江,垫江收费站,0.003827,0.000178,chongqing
西江,,,,guizhou
都格主线,,,,guizhou
林东,林东收费站,,,guizhou
松桃苗王城,,,,guizhou
永兴,永兴收费站,2.979933,11.088593,guizhou
道真,,,,guizhou
瓮安北,,,,guizhou
景婺黄路赣皖界塔岭,,,,jiangxi
瑞赣路会昌北,,,,jiangxi
九瑞路南阳,,,,jiangxi
昌宁路南段永丰南,,,,jiangxi
东昌路桥东,,,,jiangxi
民和,民和收费站,,,qinghai
苇沟,苇沟收费站,0.052781,0.180645,beijing
机场南线双向,,,,beijing
夏各庄,夏各庄收费站,0.006629,0.001468,beijing
兰州南,兰州南收费站,0.003192,0.001169,gansu
三甲集,三甲集收费站,0.002765,0.000963,gansu
永昌,永昌收费站,0.001941,0.000545,gansu
新乡经开区,新乡经开区收费站,,,henan
嵩县产业区,,,,henan
平原新区东,平原新区东收费站,,,henan
周口东,周口东收费站,,,henan
南泉子,南泉子收费站,0.861438,0.475341,xinjiang
盂县南,盂县南收费站,0.007278,0.000903,shanxi
宁武,,,,shanxi
柴村,柴村收费站,0.006624,0.000872,shanxi
高蒲,高蒲收费站,0.30572,0.12159,shanxi
介休,介休收费站,0.000163,0.000079,shanxi
风陵渡,,,,shanxi
解州,解州收费站,0.005439,0.00109,shanxi
河津南,河津南收费站,0.005022,0.000111,shanxi
平顺,平顺收费站,0.006731,0.000124,shanxi
长治县,长治县收费站,0.006602,0.000113,shanxi
群科,,,,qinghai
赤峰交接,,,,neimenggu
锦山西,锦山西收费站,,,neimenggu
美林,美林收费站,,,neimenggu
广从,,,,guangdong
城东,城东收费站,0.005378,0.003111,guangdong
麻涌,,,,guangdong
梯面,,,,guangdong
派潭,,,,guangdong
沥林北,沥林北收费站,0.004985,0.002821,guangdong
黄石北,,,,guangdong
南苑,南苑收费站,,,henan
乌海,乌海收费站,,,neimenggu
渔沟,,,,anhui
岗集,岗集收费站,0.203737,0.021815,anhui
小岗村,,,,anhui
台安,台安收费站,0.005387,0.002455,liaoning
大连,大连收费站,0.00531,0.001562,liaoning
老虎屯,老虎屯收费站,0.004973,0.001337,liaoning
金州,金州收费站,78.63173,86.158462,liaoning
西安镇,西安镇收费站,0.005235,0.001742,liaoning
北票,北票收费站,0.005811,0.002204,liaoning
腰堡北,腰堡北收费站,0.005718,0.00215,liaoning
造化,造化收费站,0.006057,0.002528,liaoning
张士西,,,,liaoning
浑南新城东,,,,liaoning
下马塘,下马塘收费站,0.005813,0.001883,liaoning
新宾,新宾收费站,0.005955,0.002425,liaoning
小石硼,,,,liaoning
老营庄,老营庄收费站,,,qinghai
宁陕,,,,shaanxi
临洮,临洮收费站,0.0025,0.001135,gansu
中原西路,中原西路收费站,,,henan
敖干德力格,,,,neimenggu
五原,五原收费站,,,neimenggu
巴拉贡,巴拉贡收费站,,,neimenggu
包头西,包头西收费站,,,neimenggu
高路土贵乌拉,,,,neimenggu
蒙晋界,,,,neimenggu
呼城白庙子,,,,neimenggu
光明山,光明山收费站,0.005025,0.001143,liaoning
简蒲平泉,,,,sichuan
简蒲多悦,,,,sichuan
绕东成龙,,,,sichuan
成南成都,,,,sichuan
雅泸石棉,,,,sichuan
成德南共和,,,,sichuan
达陕石塘,,,,sichuan
达陕四川,,,,sichuan
乐雅洪雅,,,,sichuan
遂资乐至,,,,sichuan
沿川子主线,,,,ningxia
阿尼玛卿匝道,,,,qinghai
铺上,铺上收费站,0.006164,0.000112,hebei
丰南西主线,,,,hebei
南戴河,南戴河收费站,0.005764,0.004845,hebei
新城,,,,tianjin
大张庄,大张庄收费站,,,tianjin
陈官屯,陈官屯收费站,,,tianjin
津静,津静收费站,,,tianjin
华明(北),,,,tianjin
辛庄,,,,tianjin
周市,周市收费站,0.006419,0.006349,jiangsu
王十万,,,,hunan
通道,,,,hunan
五里牌,五里牌收费站,,,hunan
长龙,长龙收费站,,,hunan
蒸湘,蒸湘收费站,,,hunan
吉首西,,,,hunan
船形,船形收费站,,,hunan
大江口,大江口收费站,,,hunan
G5515梁平,,,,chongqing
松岗,松岗收费站,0.766084,0.310085,guangdong
龙口,龙口收费站,,,guangdong
莲花,,,,guangdong
江口,江口收费站,,,guangdong
石龙仔,石龙仔收费站,0.000905,0.001176,guangdong
蓝田,,,,guangdong
新乡东,新乡东收费站,,,henan
沙圪堵,沙圪堵收费站,,,neimenggu
碌碡焉,,,,neimenggu
铜陵大桥,,,,anhui
汉中东,,,,shaanxi
坪头,,,,shaanxi
漫川关匝道,,,,shaanxi
厚镇,,,,shaanxi
青化砭,,,,shaanxi
志丹东,,,,shaanxi
巴达平昌,,,,sichuan
巴达青凤,,,,sichuan
丹阳,丹阳收费站,,,jiangsu
盛泽主线,盛泽主线收费站,0.000552,0.010074,jiangsu
上党,上党收费站,0.006508,0.006225,jiangsu
西石大莫古,,,,yunnan
茨坝,茨坝收费站,0.003267,0.005708,yunnan
晖湾,晖湾收费站,1.12557,0.2124,yunnan
草甸,草甸收费站,0.001701,0.001572,yunnan
长田,长田收费站,1.099051,0.371232,yunnan
江召师宗,,,,yunnan
承德县,承德县收费站,0.007158,0.00138,hebei
渠首,渠首收费站,,,henan
龙堰,龙堰收费站,,,henan
十里画廊,,,,guizhou
桑植东,,,,hunan
林头,,,,anhui
陶山,,,,zhejiang
武隆,武隆收费站,0.004834,0.002578,chongqing
巧马,巧马收费站,,,guizhou
大地,大地收费站,,,guizhou
镇远西,,,,guizhou
黄丝,黄丝收费站,,,guizhou
麻尾北,,,,guizhou
祥谦,,,,fujian
罗源,罗源收费站,,,fujian
小陶,小陶收费站,,,fujian
邵武,邵武收费站,,,fujian
水头,水头收费站,,,fujian
明溪南,明溪南收费站,,,fujian
芝川,,,,shaanxi
富县,,,,shaanxi
陇关,,,,shaanxi
千阳,,,,shaanxi
锦界,,,,shaanxi
长安路,,,,shaanxi
五彩湾,五彩湾收费站,0.255169,1.798544,xinjiang
晏家,晏家收费站,0.004176,0.000121,chongqing
金佛山东,,,,chongqing
幺铺,幺铺收费站,,,guizhou
温泉,温泉收费站,,,guizhou
虾子,虾子收费站,,,guizhou
杨家湾,杨家湾收费站,6.04658,11.80653,guizhou
莆田,莆田收费站,,,fujian
南靖,南靖收费站,4.505786,1.829766,fujian
平和,平和收费站,,,fujian
仙游游洋,,,,fujian
海窝子,,,,neimenggu
师岗,,,,henan
德江北,,,,guizhou
四面山,四面山收费站,,,guizhou
滑石,滑石收费站,,,guizhou
八尺主线,,,,guangdong
正果南,,,,guangdong
贺兰山路,贺兰山路收费站,,,ningxia
柏乡,柏乡收费站,0.005936,0.000984,hebei
李村,,,,hebei
中捷,中捷收费站,0.005132,0.000866,hebei
海丰,海丰收费站,2.198244,15.205747,hebei
察北匝道,,,,hebei
天城,天城收费站,0.006447,0.006226,chongqing
沙文,沙文收费站,,,guizhou
细沥,,,,guangdong
纳林湖交接,,,,neimenggu
丰镇,丰镇收费站,,,neimenggu
街亭,街亭收费站,0.006713,0.00569,zhejiang
来凤,,,,chongqing
龙驹,,,,chongqing
临桂六塘,临桂六塘收费站,0.004853,0.003347,guangxi
倒水,倒水收费站,0.005055,0.002629,guangxi
大浪,,,,guangxi
白沙,,,,guangxi
灵川匝道,灵川匝道收费站,0.011698,0.004549,guangxi
凭祥,凭祥收费站,0.003751,0.002808,guangxi
瓢里,,,,guangxi
吴圩,吴圩收费站,0.003529,0.002867,guangxi
孝昌,孝昌收费站,,,hubei
泉口,泉口收费站,,,hubei
赤壁,赤壁收费站,,,hubei
红安,红安收费站,,,hubei
京山南,京山南收费站,,,hubei
当阳西,当阳西收费站,,,hubei
寺坪,寺坪收费站,,,hubei
青峰,青峰收费站,,,hubei
蒋家堰,蒋家堰收费站,,,hubei
团陂,团陂收费站,,,hubei
黄冈北,黄冈北收费站,0.007267,0.001325,hubei
鄂赣,,,,hubei
燕窝,,,,hubei
茅坪,茅坪收费站,1.044754,1.907459,hubei
葛店,葛店收费站,,,hubei
江陵,,,,hubei
宜都,宜都收费站,,,hubei
机场高速,,,,hubei
乐温路蒋巷,,,,jiangxi
乐温路杨家湖,,,,jiangxi
昌樟路樟树,,,,jiangxi
鹰瑞路北段高田,,,,jiangxi
彭湖路彭泽,,,,jiangxi
昌泰路吉安县,,,,jiangxi
乐都,乐都收费站,,,qinghai
铁盖匝道,,,,qinghai
大观路南,,,,guangdong
外海B,,,,guangdong
高岗,高岗收费站,0.000006,0.000089,guangdong
织贡,,,,guangdong
五华北,,,,guangdong
东源,东源收费站,0.004534,0.002634,guangdong
义和,义和收费站,0.004928,0.002485,guangdong
泗水,,,,guangdong
陂面,,,,guangdong
上亨,,,,guangdong
映汶绵虒,,,,sichuan
泸黄泸沽,,,,sichuan
二绕东五凤,,,,sichuan
僚田,,,,guangxi
西和南,西和南收费站,0.003597,0.001095,gansu
余家湾主线,,,,gansu
兰州东,兰州东收费站,0.006302,0.00062,gansu
都匀西,都匀西收费站,,,guizhou
黄板,,,,guizhou
松桃北,松桃北收费站,,,guizhou
沙子主线,,,,guizhou
大海子,,,,guizhou
蒲场,蒲场收费站,,,guizhou
平关,平关收费站,,,guizhou
太白,太白收费站,11.447663,2.910226,guizhou
塘头,塘头收费站,,,guizhou
独山,独山收费站,,,guizhou
永武路武宁,,,,jiangxi
寻全路小江,,,,jiangxi
宁定路安定段三百山,,,,jiangxi
赣定路铁石口,,,,jiangxi
景鹰路三龙,,,,jiangxi
新塘南,,,,guangdong
科韵路,,,,guangdong
凤凰,凤凰收费站,9.796508,6.022923,guangxi
全州凤凰,,,,guangxi
安溪东,安溪东收费站,,,fujian
福州西,福州西收费站,,,fujian
福州南,,,,fujian
浦城南,浦城南收费站,,,fujian
泉州南,泉州南收费站,,,fujian
杏林,杏林收费站,,,fujian
德胜,德胜收费站,11.871078,5.617743,guangxi
桂湘,,,,guangxi
宝坻北,宝坻北收费站,0.007034,0.005375,tianjin
芦台经济开发区,芦台经济开发区收费站,,,tianjin
子牙园,子牙园收费站,,,tianjin
江都东,江都东收费站,0.006466,0.006122,jiangsu
连云港北,连云港北收费站,0.006639,0.005576,jiangsu
先锋,先锋收费站,0.000207,0.000677,jiangsu
启东东,启东东收费站,0.002713,0.001756,jiangsu
九华,九华收费站,,,jiangsu
江都南,江都南收费站,0.006695,0.006028,jiangsu
薛家,薛家收费站,0.000189,0.000039,jiangsu
句容城区,句容城区收费站,0.006762,0.006011,jiangsu
三河,,,,jiangsu
206国道三堡,,,,jiangsu
李市,李市收费站,0.006453,0.005561,jiangsu
通安,通安收费站,0.006233,0.008911,jiangsu
天镇,,,,shanxi
建安,建安收费站,0.006849,0.001064,shanxi
西江街,,,,liaoning
秦皇岛西,秦皇岛西收费站,0.004665,0.002244,hebei
文峰,文峰收费站,0.002196,0.001152,gansu
望子关,望子关收费站,0.003221,0.001683,gansu
德化,德化收费站,,,fujian
同安凤南,,,,fujian
南平北,南平北收费站,,,fujian
飞鸾,飞鸾收费站,,,fujian
姑田,姑田收费站,,,fujian
成雅西康大桥,,,,sichuan
衡水,衡水收费站,0.006148,0.001052,hebei
彭城,彭城收费站,0.000087,0.000126,jiangsu
南通北,南通北收费站,0.000436,0.001617,jiangsu
丁集,丁集收费站,0.006541,0.005743,jiangsu
南京,南京收费站,0.000081,0.000287,jiangsu
宿迁西,宿迁西收费站,0.563962,0.183856,jiangsu
东港,东港收费站,3.49917,8.247313,jiangsu
无锡西,无锡西收费站,0.000193,0.000338,jiangsu
屺亭,屺亭收费站,0.000426,0.000392,jiangsu
邵阳南,邵阳南收费站,,,hunan
梅仙,梅仙收费站,,,hunan
泸溪,泸溪收费站,,,hunan
洞井,,,,hunan
炎帝陵,炎帝陵收费站,,,hunan
许市,许市收费站,,,hunan
西岩,西岩收费站,,,hunan
纳堡,,,,yunnan
北衙,,,,yunnan
黑土,黑土收费站,0.004318,0.007031,yunnan
昭通北,,,,yunnan
金宝山,,,,yunnan
澄江,,,,yunnan
宝平,宝平收费站,0.006793,0.005831,tianjin
卢龙,卢龙收费站,0.007415,0.006104,hebei
二绕西新都清流,,,,sichuan
二绕西天府大道,,,,sichuan
二绕西新津花源,,,,sichuan
二绕西崇州,,,,sichuan
G15金山工业区,,,,shanghai
G1501华夏东路,,,,shanghai
老奇台,老奇台收费站,,,xinjiang
星星峡,星星峡收费站,6.241994,2.251183,xinjiang
金凤,金凤收费站,,,chongqing
丰润,丰润收费站,0.007034,0.001474,shanxi
左云北,,,,shanxi
大盂,大盂收费站,0.296717,0.067786,shanxi
五台南,五台南收费站,0.006628,0.000483,shanxi
